gene_entrez_id,ambiguous_rank_score,nonambiguous_rank_score,gene_symbol,ambiguity_specific
84969,0.0015703888691945191,0.0010992737530480206,TOX2,0.0004711151161464985
1844,0.0015696208847863426,0.0018826254879101563,DUSP2,-0.00031300460312381367
8784,0.0015509821665103288,0.0009107737698281916,TNFRSF18,0.0006402083966821372
5918,0.0015498227862480066,0.000898748265988317,RARRES1,0.0006510745202596896
3687,0.001548350315008127,0.0008765979709435467,ITGAX,0.0006717523440645803
6347,0.001526954291766778,0.0009948242956359672,CCL2,0.0005321299961308108
3482,0.0015241441828291143,0.0011929388439338403,IGF2R,0.00033120533889527404
3561,0.001521151423391204,0.0013959358287043042,IL2RG,0.00012521559468689969
90,0.001515615221488418,0.0010312947549330743,ACVR1,0.00048432046655534373
5327,0.0015137774060010052,0.0009293967852950052,PLAT,0.000584380620706
50852,0.0015086630099584311,0.0008149245212439421,TRAT1,0.0006937384887144891
7292,0.001507579285932615,0.0011165481904346194,TNFSF4,0.0003910310954979956
2214,0.0015032834674882315,0.0021085281577216722,FCGR3A,-0.0006052446902334407
4089,0.0014942242174197159,0.0011692306029937906,SMAD4,0.00032499361442592527
3537,0.0014929330577736796,0.001046754844453153,IGLC1,0.0004461782133205266
4783,0.0014901109601563349,0.0009709713675876922,NFIL3,0.0005191395925686427
3725,0.0014831637714116629,0.0004157527913694382,JUN,0.0010674109800422246
959,0.0014798518326018257,0.00040804603580785886,CD40LG,0.0010718057967939669
1672,0.0014749650688660487,0.0014379197077899046,DEFB1,3.704536107614412e-05
51561,0.0014728132700079128,0.0006713673554763843,IL23A,0.0008014459145315285
7076,0.001470598771080041,0.001012107264348269,TIMP1,0.0004584915067317721
3684,0.0014662657017815172,0.0007112033611445576,ITGAM,0.0007550623406369596
658,0.0014625659421715212,0.0007115701619937827,BMPR1B,0.0007509957801777386
3002,0.001460328211919609,0.0038339199273751214,GZMB,-0.0023735917154555125
4222,0.0014597664209106856,0.0010747818692478477,MEOX1,0.0003849845516628379
5054,0.0014543497613057382,0.000946574281891915,SERPINE1,0.0005077754794138232
3320,0.0014528913140094812,0.0008244211890380045,HSP90AA1,0.0006284701249714766
1786,0.0014488010114720533,0.0010213067396769003,DNMT1,0.00042749427179515306
5800,0.0014479928296445605,0.00122032583636642,PTPRO,0.00022766699327814036
7494,0.0014446073933002223,0.0008214457320601242,XBP1,0.0006231616612400982
112744,0.0014410589697639593,0.0005406325876988333,IL17F,0.000900426382065126
2322,0.0014346724940571375,0.0007745221177967166,FLT3,0.0006601503762604209
654,0.0014279252051364883,0.001023496049401468,BMP6,0.00040442915573502035
10219,0.0014252134093349661,0.0009784635518395415,KLRG1,0.0004467498574954247
7040,0.0014183318984869124,0.0008476733653836892,TGFB1,0.0005706585331032232
3554,0.0013955086494384255,0.0007559213665613339,IL1R1,0.0006395872828770916
10769,0.0013954531388551395,0.0010451596433233802,PLK2,0.0003502934955317593
4837,0.0013861763979536833,0.0007681334030760116,NNMT,0.0006180429948776716
5648,0.001384863207755571,0.0011349328167781995,MASP1,0.00024993039097737156
1915,0.0013802452814280553,0.0008849152493537595,EEF1A1,0.0004953300320742958
5079,0.0013733645913304754,0.0007633316604937347,PAX5,0.0006100329308367407
6890,0.0013696159231485537,0.0015656025850361338,TAP1,-0.0001959866618875801
5817,0.0013678364729379298,0.0007301354328026881,PVR,0.0006377010401352417
3123,0.001366814767698511,0.0015272696984163778,HLA-DRB1,-0.0001604549307178669
1604,0.0013583432649492523,0.0011234851402117682,CD55,0.00023485812473748413
4254,0.0013524400687698124,0.0009536979043159846,KITLG,0.00039874216445382783
29851,0.0013514778522839919,0.0012917424062304493,ICOS,5.973544605354262e-05
55509,0.0013442297201318898,0.0010400954909626017,BATF3,0.0003041342291692881
10461,0.0013430034762885032,0.0006549356758181568,MERTK,0.0006880678004703464
2353,0.0013392012427046812,0.0010395482440138037,FOS,0.00029965299869087747
3576,0.0013316474160590445,0.0010843598199019606,CXCL8,0.0002472875961570839
9618,0.0013275891781944996,0.0010560762608607336,TRAF4,0.00027151291733376604
9172,0.0013263233081120338,0.001078039257595225,MYOM2,0.0002482840505168089
8482,0.0013262456494061374,0.0010407080775478518,SEMA7A,0.00028553757185828554
374918,0.0013234245587882328,0.0012697658771211962,IGFL1,5.365868166703667e-05
7042,0.0013205813720085964,0.0007968016941439954,TGFB2,0.000523779677864601
3937,0.0013192410811073243,0.001796743771157145,LCP2,-0.00047750269004982076
4087,0.0013130391969225416,0.0010243391862044052,SMAD2,0.00028870001071813647
3676,0.001309666969981993,0.0006161630880398353,ITGA4,0.0006935038819421578
627,0.0013073327420409166,0.001100695688678003,BDNF,0.00020663705336291366
155465,0.0013003228265378454,0.0010803468209571831,AGR3,0.00021997600558066222
7450,0.0012844245395237336,0.0013610027454285952,VWF,-7.657820590486163e-05
3426,0.0012727311805578216,0.0010221804727909268,CFI,0.0002505507077668948
80704,0.0012697153573025923,0.0015777373680934985,SLC19A3,-0.00030802201079090617
1397,0.0012668891388196758,0.001663204005785493,CRIP2,-0.0003963148669658171
26762,0.001265995959756789,0.0006495231428280946,HAVCR1,0.0006164728169286945
3812,0.0012621742319445992,0.0011037094620460837,KIR3DL2,0.00015846476989851547
7128,0.0012521468301514218,0.0012891017594560596,TNFAIP3,-3.6954929304637866e-05
2078,0.001249175146881178,0.001095301484882571,ERG,0.00015387366199860687
6382,0.0012478126291068773,0.000834744446458749,SDC1,0.00041306818264812833
914,0.001233983058466834,0.0012190832826489313,CD2,1.4899775817902618e-05
353219,0.0012326323889305796,0.0009260858059950549,KAAG1,0.0003065465829355247
467,0.0012181332017042834,0.0012656992158304725,ATF3,-4.756601412618912e-05
3806,0.0012179363189354342,0.00129360479397037,KIR2DS1,-7.566847503493574e-05
8530,0.0012135158746475658,0.0027201486613571265,CST7,-0.0015066327867095607
6935,0.0011940236371494025,0.001201256875706692,ZEB1,-7.2332385572895265e-06
116835,0.0011876731968037473,0.0015307305057178763,HSPA12B,-0.000343057308914129
598,0.0011862689307263717,0.0010495940244289845,BCL2L1,0.00013667490629738722
3552,0.001185876766765661,0.0011220578535422877,IL1A,6.381891322337322e-05
400916,0.0011813168867186065,0.0006580544040145626,CHCHD10,0.0005232624827040439
100507436,0.0011787042705873006,0.001008191220108442,MICA,0.00017051305047885868
59307,0.0011766338206421285,0.0009458103079717727,SIGIRR,0.00023082351267035583
1234,0.0011695613224783907,0.0006558888095541168,CCR5,0.000513672512924274
5175,0.0011643644887659257,0.0012546610619337006,PECAM1,-9.029657316777487e-05
64115,0.0011601128591523437,0.001004830944190729,VSIR,0.00015528191496161467
657,0.0011587008655079077,0.00111225960305108,BMPR1A,4.6441262456827686e-05
3458,0.001151878518630902,0.0013437492521309077,IFNG,-0.00019187073350000576
10630,0.0011428428898190384,0.0015305084695582517,PDPN,-0.0003876655797392134
7172,0.0011411181726279807,0.000580576093587304,TPMT,0.0005605420790406767
8115,0.0011389343089271853,0.0009872050537707787,TCL1A,0.0001517292551564066
8692,0.0011380491468407456,0.0011359721871297443,HYAL2,2.0769597110013686e-06
1277,0.0011359022782447168,0.001153430643095954,COL1A1,-1.7528364851237275e-05
5133,0.0011358878413689712,0.0010038902953158357,PDCD1,0.00013199754605313545
1359,0.0011299652214660256,0.0009599799100133027,CPA3,0.00016998531145272287
3732,0.0011265114291245228,0.0008136910988111174,CD82,0.0003128203303134053
1026,0.0011187329375046864,0.0010873754440685899,CDKN1A,3.135749343609654e-05
10392,0.001116138031866906,0.0010323043475486823,NOD1,8.383368431822379e-05
2215,0.0011141067309253258,0.0013069278705493714,FCGR3B,-0.00019282113962404554
330,0.0011113671903346836,0.0013810238650918915,BIRC3,-0.00026965667475720785
7099,0.001107463074300893,0.0012391984796083241,TLR4,-0.00013173540530743108
729238,0.0011064763673715792,0.0009847381528747935,SFTPA2,0.00012173821449678571
4036,0.0010992991307214631,0.0009412681063455005,LRP2,0.0001580310243759626
3659,0.0010949348660911453,0.0005863392135217858,IRF1,0.0005085956525693595
8778,0.001086961529327703,0.0009505034589682483,SIGLEC5,0.0001364580703594547
7098,0.0010786802023630205,0.001862479842831683,TLR3,-0.0007837996404686624
3557,0.0010736188222334538,0.0009672839352693416,IL1RN,0.00010633488696411221
4615,0.0010724068198169111,0.0014064703261000375,MYD88,-0.00033406350628312643
8837,0.0010649822115941022,0.0008803058368490421,CFLAR,0.00018467637474506012
7050,0.0010602999307386765,0.0008441627270131007,TGIF1,0.00021613720372557572
7852,0.0010556054145773714,0.001072143477295374,CXCR4,-1.6538062718002636e-05
7157,0.0010550030917993868,0.0017311863987876622,TP53,-0.0006761833069882754
6280,0.001053506273272137,0.001135777106425295,S100A9,-8.227083315315797e-05
4790,0.0010516706540018613,0.000884427344561347,NFKB1,0.0001672433094405143
6648,0.001028337720759323,0.001029697936396989,SOD2,-1.3602156376660898e-06
5920,0.001020490078226822,0.0012694199543882684,PLAAT4,-0.0002489298761614465
7424,0.0010113058751579167,0.001004518444851222,VEGFC,6.7874303066946425e-06
8772,0.0010100119953753432,0.001175695580318964,FADD,-0.0001656835849436207
965,0.001008218321324465,0.0010960961700546567,CD58,-8.787784873019169e-05
5243,0.0010043910988081393,0.0008011338912751405,ABCB1,0.0002032572075329988
652,0.0009939878184566234,0.001118645497487863,BMP4,-0.00012465767903123946
10410,0.0009878251259451125,0.0005936266330081365,IFITM3,0.0003941984929369761
6772,0.000977994723010645,0.0012931115870735209,STAT1,-0.00031511686406287577
2920,0.0009777518472099875,0.0009307188140067082,CXCL2,4.7033033203279354e-05
2920,0.0009777518472099875,0.0009307188140067082,CXCL2,4.7033033203279354e-05
1232,0.0009777382205465553,0.0007068101515233202,CCR3,0.0002709280690232351
3479,0.0009767888505735625,0.0010607013682132685,IGF1,-8.391251763970606e-05
1432,0.0009766299799130926,0.0011871802845858054,MAPK14,-0.00021055030467271273
1071,0.0009734603716504906,0.0010282026693251324,CETP,-5.474229767464176e-05
6285,0.0009670192521174154,0.0007438191517052889,S100B,0.00022320010041212653
1287,0.0009669013181997064,0.0005560802382467613,COL4A5,0.0004108210799529451
567,0.0009660884401354443,0.0008029456154716877,B2M,0.00016314282466375657
7124,0.000963296309474638,0.0015318815241040238,TNF,-0.0005685852146293858
6778,0.0009625850488665403,0.0009502943797777871,STAT6,1.229066908875324e-05
655,0.0009589946537600859,0.0006386624217409405,BMP7,0.00032033223201914543
3109,0.0009573989130320302,0.0012090038928816113,HLA-DMB,-0.00025160497984958103
3135,0.0009540633922934847,0.001119202802921278,HLA-G,-0.0001651394106277933
8519,0.0009490409874618842,0.0009876311589956579,IFITM1,-3.8590171533773644e-05
966,0.000937889570466538,0.0006097917521505204,CD59,0.00032809781831601755
942,0.000937885256733927,0.0006444961604577289,CD86,0.0002933890962761982
4843,0.0009339401411780593,0.0006961140565218275,NOS2,0.0002378260846562318
27087,0.0009267118770362866,0.0007788332177812264,B3GAT1,0.0001478786592550602
4879,0.0009239989729737547,0.0010126133919453931,NPPB,-8.86144189716384e-05
3606,0.0009220959765367963,0.0007847334920782206,IL18,0.0001373624844585756
836,0.0009217135414323132,0.0007312539369571814,CASP3,0.00019045960447513176
5328,0.0009132660746739542,0.0013929815246755308,PLAU,-0.0004797154500015766
3565,0.000913218016251231,0.0009402927938479142,IL4,-2.7074777596683202e-05
6401,0.0009082042249491513,0.0010736044230967535,SELE,-0.00016540019814760218
921,0.0009060578235006601,0.0011792880433681588,CD5,-0.00027323021986749873
7056,0.0009013774524348619,0.0007579328186990142,THBD,0.0001434446337358477
602,0.0008933162570845702,0.0008798116044739537,BCL3,1.3504652610616492e-05
3146,0.0008877175470885123,0.0009752305514467026,HMGB1,-8.751300435819035e-05
4582,0.0008791744833404878,0.0010747768191482158,MUC1,-0.000195602335807728
4360,0.0008791364438005848,0.0007541178340075096,MRC1,0.00012501860979307515
57381,0.000876292481597906,0.0011659227276139938,RHOJ,-0.00028963024601608785
6775,0.000872399618678078,0.0011515761083148827,STAT4,-0.00027917648963680475
149233,0.0008722256960668872,0.0008239480845101671,IL23R,4.8277611556720086e-05
5778,0.000863980344590982,0.0011014646583875148,PTPN7,-0.00023748431379653275
2539,0.0008565659056939803,0.0012553113787401708,G6PD,-0.0003987454730461905
10013,0.000854277366412115,0.0009244872635196324,HDAC6,-7.02098971075174e-05
6927,0.0008540073321852817,0.0011810035623825363,HNF1A,-0.00032699623019725457
19,0.0008517251058840425,0.0016610299794551984,ABCA1,-0.0008093048735711559
29950,0.0008484699570235756,0.0013533185504896006,SERTAD1,-0.0005048485934660249
4068,0.000847842833215022,0.0011570138753255643,SH2D1A,-0.0003091710421105424
695,0.0008465081775427153,0.0008224368454666593,BTK,2.4071332076055964e-05
201633,0.0008462757927938943,0.0009371404344744855,TIGIT,-9.086464168059122e-05
1441,0.0008417818876814554,0.001115258509546844,CSF3R,-0.00027347662186538865
6300,0.0008404248133444232,0.0008912979308531905,MAPK12,-5.0873117508767364e-05
3439,0.0008333855843334351,0.0006328102513955241,IFNA1,0.000200575332937911
2146,0.0008308850229104875,0.0011087541640983209,EZH2,-0.0002778691411878334
3605,0.0008146994766915132,0.0007975400384673675,IL17A,1.7159438224145654e-05
22900,0.0008084287440007104,0.000858598393792104,CARD8,-5.0169649791393625e-05
2999,0.0007988250083647701,0.00099221477480059,GZMH,-0.00019338976643581984
6364,0.0007928745905299527,0.0008475331405816206,CCL20,-5.4658550051667914e-05
81848,0.0007909653536106765,0.0008045303654302409,SPRY4,-1.356501181956442e-05
51338,0.0007782453295063112,0.0005357869739606995,MS4A4A,0.0002424583555456117
114790,0.0007735382851236887,0.0010224085480558074,STK11IP,-0.00024887026293211867
3493,0.0007681581648444143,0.0008959826889071207,IGHA1,-0.00012782452406270644
9180,0.0007629142616319746,0.001005865880760064,OSMR,-0.00024295161912808933
3588,0.0007622846852036564,0.0009055507128269607,IL10RB,-0.00014326602762330433
9308,0.0007617755700502661,0.0009085524308903124,CD83,-0.00014677686084004632
5734,0.0007611476643813855,0.0012766077984037209,PTGER4,-0.0005154601340223354
6283,0.0007550637175418962,0.0008519975619555972,S100A12,-9.693384441370107e-05
5966,0.0007431115610090074,0.0011345692847935366,REL,-0.00039145772378452917
9771,0.00073433266159439,0.0012259304637203027,RAPGEF5,-0.0004915978021259127
6403,0.0007307274587169547,0.0012931093472335253,SELP,-0.0005623818885165706
2791,0.0007236348082804925,0.0017053246021575942,GNG11,-0.0009816897938771016
5699,0.0007211315680994953,0.0018806173988930321,PSMB10,-0.0011594858307935369
3502,0.0007061364596647028,0.0009895081953068385,IGHG3,-0.0002833717356421357
4261,0.0007042332722455989,0.001391155574020626,CIITA,-0.0006869223017750271
383,0.0007041248238492608,0.0008783010208292055,ARG1,-0.00017417619697994468
641700,0.0007008007906580247,0.0009552452744955316,ECSCR,-0.0002544444838375069
2537,0.0006948153988222539,0.0008165820149878705,IFI6,-0.00012176661616561662
925,0.0006928154097214237,0.0009772574739147783,CD8A,-0.0002844420641933546
643,0.0006908031325175493,0.0006973320904613197,CXCR5,-6.528957943770426e-06
712,0.0006794899110369752,0.0010479122264164466,C1QA,-0.00036842231537947143
2990,0.0006660014346044869,0.0008308659516890156,GUSB,-0.00016486451708452876
284996,0.0006636296982870501,0.0013487584451729441,RNF149,-0.000685128746885894
5430,0.0006635526959380718,0.0010243716957330476,POLR2A,-0.0003608189997949758
9173,0.0006511658257131736,0.0014490606319542715,IL1RL1,-0.0007978948062410979
10166,0.000644375899217337,0.000738376144869148,SLC25A15,-9.400024565181108e-05
3434,0.0006416021934469296,0.0007047423470765482,IFIT1,-6.314015362961862e-05
409,0.0006413695684468943,0.0008359458297979522,ARRB2,-0.0001945762613510579
9314,0.0006409568738841616,0.001206803360706165,KLF4,-0.0005658464868220034
8651,0.0006402050613212172,0.0006797599485765044,SOCS1,-3.9554887255287166e-05
94,0.0006377939680150828,0.0016316064785137703,ACVRL1,-0.0009938125104986875
6439,0.0006352014322370553,0.0007325425674768657,SFTPB,-9.734113523981037e-05
7130,0.0006246312937607823,0.0008857385637728135,TNFAIP6,-0.0002611072700120313
1493,0.0006227626585870379,0.0007790686564756296,CTLA4,-0.00015630599788859167
50964,0.0006206923932706942,0.0015426764112827492,SOST,-0.000921984018012055
912,0.0006200917303078224,0.0007854351566498362,CD1D,-0.00016534342634201386
3976,0.000616366927305664,0.0006740328348649015,LIF,-5.7665907559237436e-05
10365,0.0006133747196932323,0.0012000956475219397,KLF2,-0.0005867209278287074
10894,0.0006076221388860552,0.0006963286511980078,LYVE1,-8.870651231195265e-05
3594,0.0006044084560267083,0.0011916172821573082,IL12RB1,-0.0005872088261305999
326,0.0006037205843089583,0.001035893768666076,AIRE,-0.0004321731843571178
8061,0.000591792700001682,0.001030970369859249,FOSL1,-0.0004391776698575671
917,0.000590096381150111,0.0011154204638907691,CD3G,-0.0005253240827406582
3133,0.0005815182299891014,0.0011066430010088946,HLA-E,-0.0005251247710197932
3880,0.0005741211296716928,0.0011034116453989783,KRT19,-0.0005292905157272855
837,0.000570784385608166,0.0008232636235220512,CASP4,-0.0002524792379138852
969,0.0005650288432946281,0.0008092764337319015,CD69,-0.00024424759043727335
2534,0.0005544670792536955,0.0007932070854268272,FYN,-0.00023874000617313165
6374,0.0005516216882109676,0.000865697517252917,CXCL5,-0.0003140758290419494
971,0.0005497851982852128,0.0007989814313941534,CD72,-0.0002491962331089406
735,0.0005487883592573767,0.0009734289549402842,C9,-0.0004246405956829075
9182,0.0005448100995776193,0.000980070950672724,RASSF9,-0.0004352608510951046
8490,0.0005427386159720125,0.0012354912192181168,RGS5,-0.0006927526032461043
7132,0.0005381524779927201,0.0007335808684386876,TNFRSF1A,-0.00019542839044596743
6194,0.0005344116052366509,0.0013780983697644043,RPS6,-0.0008436867645277535
3500,0.0005241103806644449,0.00100979325017182,IGHG1,-0.00048568286950737515
130733,0.0005150696774154616,0.0007932107264527989,TMEM178A,-0.0002781410490373373
6376,0.0005150528887201446,0.0008544012765168681,CX3CL1,-0.0003393483877967235
23765,0.0005108764856005779,0.001288856978499422,IL17RA,-0.0007779804928988441
931,0.0005051948791480982,0.0010715710658836136,MS4A1,-0.0005663761867355153
4773,0.0005014353860289014,0.0007697310615888806,NFATC2,-0.00026829567555997926
841,0.0004988770878435114,0.0008023929861589397,CASP8,-0.0003035158983154283
3716,0.0004978527773903337,0.0007910855111076717,JAK1,-0.000293232733717338
8740,0.0004909884741783107,0.0007889217023409653,TNFSF14,-0.0002979332281626546
1233,0.0004839906454542724,0.0010203987992803208,CCR4,-0.0005364081538260484
5599,0.00048012590410939507,0.0009790693823919544,MAPK8,-0.0004989434782825593
177,0.00048008559247877963,0.0006098377838858229,AGER,-0.00012975219140704328
224,0.0004767243017690735,0.0009653159720177442,ALDH3A2,-0.0004885916702486707
6774,0.0004751484419659155,0.0009214426096065088,STAT3,-0.00044629416764059327
11262,0.00046580378825471577,0.0007914496487470259,SP140,-0.0003256458604923101
441168,0.0004594764250012334,0.0014884283650507615,CALHM6,-0.0010289519400495282
183,0.0004491025472252129,0.0010360837615627958,AGT,-0.0005869812143375829
6908,0.00044673929890796444,0.0012860611394976795,TBP,-0.0008393218405897151
3507,0.00044035858582855376,0.0007903009685107494,IGHM,-0.00034994238268219567
1285,0.0004297720271875406,0.0007768092382878803,COL4A3,-0.00034703721110033965
5300,0.0004248251892626523,0.001127276184087835,PIN1,-0.0007024509948251827
6367,0.000416389241457464,0.001267375024531877,CCL22,-0.000850985783074413
1378,0.0004114562530554376,0.0011345077584635037,CR1,-0.000723051505408066
7045,0.0004036168175197585,0.0011299390453912604,TGFBI,-0.0007263222278715018
2308,0.0003968825214997482,0.0010237712196714882,FOXO1,-0.00062688869817174
23308,0.0003961689495930452,0.0014123052439927104,ICOSLG,-0.0010161362943996652
5720,0.000395771959293566,0.0018065858162139735,PSME1,-0.0014108138569204074
6850,0.0003940030909461535,0.0006834990348167222,SYK,-0.00028949594387056864
6198,0.00039348225133807975,0.0008811596264528759,RPS6KB1,-0.0004876773751147961
3587,0.0003919437524932542,0.0008001389489803257,IL10RA,-0.0004081951964870715
12,0.0003902798936034364,0.0012446249535755783,SERPINA3,-0.0008543450599721419
3480,0.0003740009734077977,0.0013843759736286959,IGF1R,-0.0010103750002208982
50615,0.00037370646186044276,0.0009808289958050454,IL21R,-0.0006071225339446026
22807,0.00037260871249559575,0.0010920506016989895,IKZF2,-0.0007194418892033938
6521,0.0003687359427587001,0.0008398163354951624,SLC4A1,-0.0004710803927364623
10320,0.0003629300674816517,0.001006196883437037,IKZF1,-0.0006432668159553854
3820,0.0003627629348331502,0.001560476879978788,KLRB1,-0.001197713945145638
1401,0.0003606471401890569,0.0008918455236559267,CRP,-0.0005311983834668699
80739,0.00035705828728891916,0.0006363233962932778,MPIG6B,-0.0002792651090043586
10225,0.0003506706871777165,0.0010182540156484568,CD96,-0.0006675833284707403
54206,0.0003484265360386719,0.0006831372049760157,ERRFI1,-0.0003347106689373438
6440,0.00034565763552136397,0.0011244815566916096,SFTPC,-0.0007788239211702457
5696,0.00033971879920683957,0.002024094923731427,PSMB8,-0.0016843761245245875
51311,0.00033867150457953963,0.0016270647405856795,TLR8,-0.0012883932360061399
4094,0.0003289231126932817,0.0008350777581232183,MAF,-0.0005061546454299367
11126,0.00032807699224674935,0.00519650766579752,CD160,-0.004868430673550771
972,0.00032497470170047264,0.001019701287381729,CD74,-0.0006947265856812562
2207,0.00032472375946614884,0.0007954382051803772,FCER1G,-0.0004707144457142284
4603,0.00032434619836522365,0.0021801353410242073,MYBL1,-0.0018557891426589836
1147,0.00031493636176947953,0.0008398482048665321,CHUK,-0.0005249118430970525
6556,0.0003096999575441125,0.0009643399698033469,SLC11A1,-0.0006546400122592344
8764,0.00030931406365049724,0.0016384788469973966,TNFRSF14,-0.0013291647833468994
5771,0.0003023983441512724,0.0009726958094442943,PTPN2,-0.0006702974652930219
8744,0.00029674365597937176,0.0009130803458745004,TNFSF9,-0.0006163366898951286
5478,0.0002839408261514706,0.0011253355340779714,PPIA,-0.0008413947079265008
246778,0.0002836893814536389,0.0007281907576616686,IL27,-0.0004445013762080297
10563,0.0002836340724051023,0.002275284378539091,CXCL13,-0.0019916503061339886
54538,0.00028264145170972516,0.0010188750385313856,ROBO4,-0.0007362335868216605
961,0.0002823346682121315,0.001300961780194143,CD47,-0.0010186271119820116
1235,0.0002809178831837458,0.0012331845485838422,CCR6,-0.0009522666654000964
79009,0.0002744221686223562,0.0008496395251745523,DDX50,-0.000575217356552196
50616,0.0002733219962469622,0.0011404304384305655,IL22,-0.0008671084421836033
10221,0.00027037651888819127,0.0008238215667031185,TRIB1,-0.0005534450478149272
4791,0.0002664525184239729,0.000695067902275164,NFKB2,-0.00042861538385119115
5894,0.0002608080508703884,0.0013861977740708192,RAF1,-0.0011253897232004308
6143,0.0002399230379632749,0.000646464135975814,RPL19,-0.00040654109801253907
975,0.0002276600477794892,0.0006230557835030382,CD81,-0.000395395735723549
3603,0.0002205657511371188,0.0010931805791294753,IL16,-0.0008726148279923565
2475,0.00021542026776367809,0.0007693785058301156,MTOR,-0.0005539582380664375
3251,0.00021424073030906025,0.0007965661981958124,HPRT1,-0.0005823254678867521
4179,0.0002117892343709064,0.0008915543760246977,CD46,-0.0006797651416537913
3932,0.00020690712205132924,0.0008663537681553301,LCK,-0.0006594466461040009
3916,0.0002055555715465706,0.0010095896762101627,LAMP1,-0.0008040341046635922
24147,0.00020358252713012333,0.0009165136105086848,FJX1,-0.0007129310833785615
6402,0.00020332055627616036,0.0011450382697122024,SELL,-0.000941717713436042
5251,0.00020230661957274264,0.001031315341819812,PHEX,-0.0008290087222470692
25853,0.00020078590258161308,0.0013780455415204837,DCAF12,-0.0011772596389388705
3615,0.00018241810244419852,0.001000936634595881,IMPDH2,-0.0008185185321516826
10859,0.00018026365955213817,0.001250284736401861,LILRB1,-0.001070021076849723
54922,0.0001618875226003276,0.0010432493412700823,RASIP1,-0.0008813618186697547
50507,0.0001573152148891683,0.0008075787458417743,NOX4,-0.000650263530952606
7543,0.00014893714695857598,0.0014463308096661538,ZFX,-0.0012973936627075778
2634,0.00014848097805064225,0.0017463519850943238,GBP2,-0.0015978710070436815
115004,0.00014508725724316507,0.0009251919080060237,CGAS,-0.0007801046507628586
4868,0.00014306426197056025,0.0007422781456849417,NPHS1,-0.0005992138837143815
3075,0.00013698100277170785,0.0009932535082458939,CFH,-0.000856272505474186
10409,0.00013580364097796202,0.001106117646595078,BASP1,-0.000970314005617116
6582,0.00011606622045899719,0.0010499699701756072,SLC22A2,-0.00093390374971661
1435,9.752568181495019e-05,0.0011735477427204854,CSF1,-0.0010760220609055352
142685,9.493895271355814e-05,0.0010956573669043952,ASB15,-0.001000718414190837
4050,9.225579586205061e-05,0.0010730456051607656,LTB,-0.000980789809298715
1440,8.703786747239479e-05,0.0009359161211446753,CSF3,-0.0008488782536722805
4175,8.44051960675729e-05,0.0009759133364512854,MCM6,-0.0008915081403837124
639,6.612928836488949e-05,0.0009576221728211223,PRDM1,-0.0008914928844562328
8320,5.452024131651777e-05,0.0033451628394724105,EOMES,-0.0032906425981558927
596,4.314373581450508e-05,0.0007131117628502617,BCL2,-0.0006699680270357566
10068,3.6127429823397945e-05,0.0013434742591459433,IL18BP,-0.0013073468293225453
1439,1.7819710777458432e-05,0.0008922494398733029,CSF2RB,-0.0008744297290958445
1437,1.7759640799800253e-05,0.0008634356519319664,CSF2,-0.0008456760111321661
10437,1.7624634319254118e-05,0.001385088483753311,IFI30,-0.001367463849434057
9447,0.0,0.0009432935250790696,AIM2,-0.0009432935250790696
962,0.0,0.0019182077075023762,CD48,-0.0019182077075023762
968,0.0,0.0009072139916779174,CD68,-0.0009072139916779174
118932,0.0,0.001148602479240339,ANKRD22,-0.001148602479240339
1230,0.0,0.0008111621494912737,CCR1,-0.0008111621494912737
90293,0.0,0.0006982326871929769,KLHL13,-0.0006982326871929769
920,0.0,0.0008702576496025819,CD4,-0.0008702576496025819
84868,0.0,0.0010961327962589853,HAVCR2,-0.0010961327962589853
8517,0.0,0.0006918116043653607,IKBKG,-0.0006918116043653607
3662,0.0,0.001167205376367464,IRF4,-0.001167205376367464
84818,0.0,0.0006810217949666089,IL17RC,-0.0006810217949666089
3627,0.0,0.0031138471491857383,CXCL10,-0.0031138471491857383
4055,0.0,0.0010536555529543218,LTBR,-0.0010536555529543218
3600,0.0,0.0012392530592971757,IL15,-0.0012392530592971757
3614,0.0,0.0010828094767321387,IMPDH1,-0.0010828094767321387
3949,0.0,0.001143419769445297,LDLR,-0.001143419769445297
6932,0.0,0.0008601666689481012,TCF7,-0.0008601666689481012
6059,0.0,0.0010374797112849903,ABCE1,-0.0010374797112849903
7057,0.0,0.0008075353493400126,THBS1,-0.0008075353493400126
25976,0.0,0.0014810938245767794,TIPARP,-0.0014810938245767794
26000,0.0,0.0016071035869279127,TBC1D10B,-0.0016071035869279127
6764,0.0,0.000916547683157496,DENND2B,-0.000916547683157496
6387,0.0,0.0007058357900222861,CXCL12,-0.0007058357900222861
6846,0.0,0.001310116046001469,XCL2,-0.001310116046001469
7046,0.0,0.0011807180807212726,TGFBR1,-0.0011807180807212726
64123,0.0,0.002365356730634808,ADGRL4,-0.002365356730634808
3570,0.0,0.0006351390098376287,IL6R,-0.0006351390098376287
3586,0.0,0.001012565515557679,IL10,-0.001012565515557679
10268,0.0,0.001173586174387185,RAMP3,-0.001173586174387185
4846,0.0,0.0009715249626194712,NOS3,-0.0009715249626194712
3559,0.0,0.0013278959914298743,IL2RA,-0.0013278959914298743
64231,0.0,0.0006958644000075949,MS4A6A,-0.0006958644000075949
64127,0.0,0.00200783980971434,NOD2,-0.00200783980971434
2532,0.0,0.0010112092624737445,ACKR1,-0.0010112092624737445
